NAME	Hu28	Hu35	Hu40	Hu44	Hu51	Hu52	Hu53	Hu56	Hu63
SEC14L1P1	19.7935896	19.11132163	13.62929967	11.23228231	15.3848852	12.3327299	10.8007962	38.65522717	32.99729375
ALKBH3-AS1	1.1643288	0	0	0	0	0	0	0	0
AC087521.3	4.6573152	7.280503479	5.242038334	9.627670554	6.153954081	5.755273953	3.240238861	2.415951698	4.303994837
C11orf96	0	0	0	0	0	0.822181993	1.08007962	0	0
AC087521.1	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0
ACCS	195.6072384	155.6207619	87.01783634	270.3770814	169.2337372	239.2549601	278.660542	249.6483422	256.8050253
AC134775.1	2.3286576	0.910062935	0	1.604611759	1.025659014	9.044001927	14.04103506	8.053172328	4.303994837
EXT2	589.1503728	536.9371316	582.9146627	616.1709155	532.317028	529.4852037	612.4051447	521.8455668	513.6100506
ALX4	3.4929864	0	0	4.813835277	0	0.822181993	0	0	0
AC010768.4	0	0	0	0	0	0	0	0	0
AC010768.3	0	0	0	0	0	0	0	0	0
CD82	1214.394938	1439.719563	1164.780918	1257.213313	1095.403826	1335.223557	1567.195529	1235.356635	1288.329121
AC010768.1	12.8076168	10.01069228	5.242038334	9.627670554	6.153954081	10.68836591	23.76175165	8.053172328	8.607989674
AC010768.2	0	0	0	0	0	0	0	0	0
RPL34P22	3.4929864	0	3.145223	0	1.025659014	0	5.400398102	0	0
AC104010.1	0	0	0	0	0	0	0	0	0
AC104241.2	0	0	0	0	0	0	0	0	0
AC104241.1	0	0	0	0	0	0	0	0	0
TSPAN18	0	10.01069228	20.96815334	12.03458819	7.179613095	0	3.240238861	1.610634466	2.869329891
TP53I11	1380.893957	1419.698178	1348.252259	1483.463571	1353.869898	1327.823919	1737.848109	1172.541891	1638.387368
AC068858.1	1.1643288	0	0	0	0	0	0	0	0
PRDM11	387.7214904	806.3157603	475.9770807	665.1115741	626.6776573	484.2651941	484.9557495	804.5119155	487.7860815
AC103681.2	0	0	0	0	0	0	0	0	0
SYT13	8.1503016	42.77295794	6.290446001	98.68362318	41.02636054	12.3327299	23.76175165	45.90308227	4.303994837
AC103681.1	0	0	0	0	0	0	0	0	0
AC103736.1	9.3146304	7.280503479	8.387261334	12.03458819	11.28224915	4.93309196	2.160159241	16.10634466	10.04265462
AC018716.2	0	0	0	0	0	1.644363987	0	0	0
AC103855.3	0	0	0	0	0	0	0	0	0
AC018716.1	0	0	0	0	0	0	0	0	0
AC103855.2	0	0	0	0	0	0	0	0	0
AC103855.4	0	0	0	0	0	0	0	0	0
AC103855.1	0	0	0	0	0	0	0	0	0
CHST1	1.1643288	15.47106989	16.77452267	4.011529398	6.153954081	6.577455947	31.32230899	4.831903397	0
AC087442.1	0	0	0	0	0	0	0	0	0
MIR7154	0	0	0	0	0	0	0	0	0
AC044839.1	0	0	0	0	0	0	0	0	0
AC044839.3	0	0	0	0	0	0	0	0	0
AC044839.2	0	0	0	0	0	0	0	0	0
DKFZp779M0652	0	0.910062935	0	0.80230588	0	0	4.320318481	0	0
SLC35C1	696.2686224	667.9861942	697.1910984	534.3357158	623.6006802	570.5943034	1226.970449	471.9158984	457.6581177
AC044839.4	0	0	0	0.80230588	0	0	0	0	0
CRY2	1352.950066	1286.82899	1333.574552	1482.661265	1677.978146	1552.279603	1247.491961	1357.764854	1390.190332
MAPK8IP1	1986.344933	1116.647221	1958.425522	1333.432372	1862.596769	1183.119888	1883.658858	1118.585636	1810.547161
AC068385.1	0	0	2.096815334	0.80230588	2.051318027	0	2.160159241	0	5.738659783
C11orf94	0	2.730188805	2.096815334	10.42997643	0	11.51054791	4.320318481	6.442537862	8.607989674
PEX16	270.1242816	303.9610203	255.8114707	316.1085165	290.2615008	243.36587	245.1780738	226.2941424	175.0291234
LARGE2	167.6633472	276.6591322	222.2624254	160.4611759	167.1824192	191.5684044	201.974889	170.7272533	164.9864688
PHF21A	564.699468	786.2943758	678.3197604	696.4015034	803.0910076	566.4833934	1034.716276	744.1131231	647.0338905
AC024475.1	0	0	0	0	0	0	0	0	0
AC024475.4	1.1643288	0.910062935	1.048407667	1.604611759	0	1.644363987	1.08007962	0.805317233	1.434664946
AC024475.2	0	0	0	0	0	0	0	0	0
AC024475.3	1.1643288	0	0	0.80230588	0	0	0	0	2.869329891
AC116021.1	0	0.910062935	0	0	0	0	2.160159241	0	0
LINC02489	8.1503016	6.370440544	16.77452267	3.209223518	2.051318027	1.644363987	20.52151279	1.610634466	4.303994837
CREB3L1	2920.13663	2587.308924	3055.059941	2033.845405	2035.933142	1848.265121	4230.671873	889.070225	2345.677186
DGKZ	1109.605346	1024.730865	1031.633144	1172.971196	1258.48361	1224.228988	1032.556117	1150.798326	1229.507858
MIR4688	0	0	0	0	0	0	0	0	0
MDK	2143.529321	1443.359815	1466.722326	1566.903383	1180.533525	1122.278421	2140.717807	841.5565082	1760.333888
CHRM4	23.286576	2.730188805	14.67770734	4.011529398	2.051318027	12.3327299	18.36135355	6.442537862	2.869329891
AMBRA1	469.2245064	460.4918451	496.9452341	516.6849864	554.8815263	462.0662803	587.5633135	533.1200081	540.8686845
AC024293.1	61.7094264	55.51383903	71.29172134	53.75449393	24.61581632	38.64255369	37.80278671	74.08918541	44.47461332
MIR3160-1	0	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0	0
AC127035.1	0	0.910062935	0	1.604611759	0	0	0	0	0
HARBI1	60.5450976	54.6037761	62.90446001	68.99830564	77.95008503	72.35201541	88.56652887	63.62006139	48.77860815
ATG13	936.1203552	910.0629349	929.9376004	809.5266324	894.3746598	647.8794108	1059.558108	808.5385017	728.8097924
ARHGAP1	1283.090338	1271.35792	1167.926141	1080.70602	1057.454443	969.3525701	1228.050528	1073.487871	1098.953348
ZNF408	129.2404968	141.0597549	126.8573277	153.240423	130.2586947	128.260391	128.5294748	119.9922677	152.0744842
F2	0	0	0	0	1.025659014	0	3.240238861	0	0
CKAP5	1582.322839	1353.263584	1506.561817	1520.369642	1552.847746	1598.321795	1698.965243	1395.614764	1625.475383
MIR5582	0	0	0	0	1.025659014	0	0	0	0
RF00573	0	0	2.096815334	0	0	0	0	0	0
SNORD67	5.821644	2.730188805	4.193630667	0	0	3.288727973	0	3.221268931	0
LRP4-AS1	1.1643288	0	1.048407667	0	0	2.46654598	0	0	0
LRP4	349.29864	607.9220405	435.0891817	430.0359514	533.342687	362.5822591	273.2601439	537.1465943	281.1943294
C11orf49	1029.266659	787.2044387	891.1465168	944.3140202	1053.351807	878.9125509	764.6963712	900.3446662	998.5268022
AC103792.1	0	0	0	0	0	0	0	0	0
AC090589.2	0	0	0	0	0	0	0	0	0
ARFGAP2	902.35482	962.8465851	972.9223148	965.9762789	907.708227	878.0903689	861.903537	906.7872041	852.1909777
AC090589.3	1.1643288	10.01069228	3.145223	4.011529398	7.179613095	5.755273953	8.640636963	4.831903397	5.738659783
PACSIN3	218.8938144	284.8496986	327.103192	208.5995287	182.5673044	175.1247646	230.0569591	174.7538395	202.2877573
MIR6745	0	0	0	0	0	0	0	0	0
AC090589.1	1.1643288	0	0	0.80230588	0	2.46654598	0	0	0
DDB2	275.9459256	358.5647964	274.6828087	303.2716225	259.4917304	291.8746076	190.0940132	354.3395824	296.9756438
AC018410.2	0	0	0	0	0	0	0	0	0
ACP2	556.5491664	475.052852	531.5426871	535.1380216	491.2906675	670.0783246	762.536212	384.13632	512.1753856
NR1H3	97.8036192	86.45597882	53.46879101	334.5615518	68.71915391	245.832416	104.7677232	79.72640604	109.0345359
MADD	1061.867866	1123.927725	1081.956712	1108.786725	983.606994	1071.303137	1371.701118	725.5908267	975.5721631
AC018410.1	0	0.910062935	0	0	0	0	0	0	0
AC090582.1	0	0	0	0.80230588	1.025659014	0.822181993	0	0	1.434664946
MYBPC3	3.4929864	0.910062935	2.096815334	8.825364675	1.025659014	4.93309196	43.20318481	1.610634466	0
SPI1	244.509048	160.1710765	207.584718	787.8643737	120.0021046	614.992131	1568.275609	109.5231437	308.4529633
AC090559.1	12.8076168	4.550314675	9.435669001	12.83689407	8.205272108	4.93309196	48.60358291	7.247855095	14.34664946
MIR4487	0	0	0	0	0	0	0	0	0
SLC39A13	299.2325016	386.7767473	342.829307	339.375387	432.8281037	358.4713491	343.4653193	239.9845354	340.0155921
PSMC3	982.6935072	1167.610746	1328.332514	991.6500671	1074.890646	968.5303882	1196.728219	959.1328242	954.0521889
RAPSN	13.9719456	10.01069228	16.77452267	6.418447036	15.3848852	34.53164372	23.76175165	20.93824805	24.38930408
CELF1	1690.605418	1569.858563	1643.903222	1739.399147	1800.031569	1775.913106	1707.60588	1730.626733	1816.285821
AC090559.2	2.3286576	0.910062935	0	2.406917639	0	2.46654598	4.320318481	9.663806793	8.607989674
RN7SL652P	0	0.910062935	0	0	4.102636054	3.288727973	0	4.831903397	2.869329891
NDUFS3	466.8958488	465.9522227	510.5745337	412.3852221	457.44392	484.2651941	477.3951922	455.8095537	391.6635302
PTPMT1	94.3106328	58.24402783	123.7121047	63.38216448	96.41194727	62.48583149	74.5254938	58.78815799	73.16791223
KBTBD4	612.4369488	375.8559921	729.6917361	496.6273394	612.3184311	524.5521118	392.0689022	440.5085263	480.6127568
RNU5E-10P	0	0	0	0	1.025659014	0	0	0	0
KF459542.1	8.1503016	1.82012587	5.242038334	7.220752916	2.051318027	5.755273953	1.08007962	11.27444126	0
FAM180B	0	0	0	1.604611759	0	0	0	0	0
C1QTNF4	6.9859728	9.100629349	9.435669001	24.06917639	21.53883928	13.97709389	6.480477722	6.442537862	8.607989674
MTCH2	648.5311416	573.339649	623.8025617	436.4543985	532.317028	483.4430121	575.6824376	458.2255054	500.698066
AGBL2	1800.052325	1303.210123	1289.54143	1691.260794	1531.308907	2091.630991	855.4230593	1769.28196	2040.093553
FNBP4	847.6313664	828.1572708	673.0777221	872.9087969	864.6305484	1137.077697	952.6302251	881.8223699	1025.785436
RF00019.456	4.6573152	0.910062935	0	4.813835277	4.102636054	0.822181993	4.320318481	0.805317233	0
NUP160	639.2165112	688.9176417	717.1108441	708.4360916	723.0896045	705.4321503	697.7314347	744.1131231	586.7779628
AC021443.1	0	0	0	0	0	0	0	0	0
RNA5SP340	0	0	0	0.80230588	0	3.288727973	0	0	0
RF00019.457	0	0	0	0	2.051318027	0	1.08007962	2.415951698	0
YPEL5P2	0	0	0	0	0	0	0	0	0
AC023232.1	0	0	0	0	0	0.822181993	0	0.805317233	0
PTPRJ	672.9820464	523.2861876	588.1567011	914.6287026	593.8565688	795.8721696	1634.160466	518.6242979	545.1726794
PTPRJ-AS1	0	0	0	0	0	0	0	0	0
MIR3161	0	0	0	0	0	0	6.480477722	0.805317233	1.434664946
OR4B1	0	0	0	0	0	0	0	0	0
OR4B2P	0	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0	0	0	0
OR4C4P	0	0	0	0	0	0	0	0	0
OR4C5	0	0	0	0	0	0	0	0	0
OR4C2P	0	0	0	0	0	0	0	0	0
OR4C10P	0	0	0	0	0	0	0	0	0
OR4C9P	0	0	0	0	0	0	0	0	0
OR4R1P	0	0	0	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0	0	0	0
OR4A48P	0	0	0	0	0	0	0	0	0
OR4A46P	0	0	0	0	0	0	0	0	0
OR4A40P	0	0	0	0	0	0	0	0	0
OR4A43P	0	0	0	0	0	0	0	0	0
OR4A45P	0	0	0	0	0	0	0	0	0
OR4A41P	0	0	0	0	0	0	0	0	0
OR4A42P	0	0	0	0	0	0	0	0	0
OR4A44P	0	0	0	0	0	0	0	0	0
AC027369.6	0	0	0	0	0	0	0	0	0
AC027369.3	0	0	0	0	0	0.822181993	0	0	0
AC027369.4	0	0	0	0	0	0	0	0	0
AC027369.5	0	0	0	0	0	0	0	0	0
TRIM51CP	0	0	0	0	0	0	0	0	0
AC027369.2	0	0	0	0	0	0	0	0	0
TRIM51GP	0	0	0	0	0	0	0	0	0
TRIM53CP	0	0	0	0	0	0	0	0	0
AC027369.1	0	0	0	0	0	0	0	0	0
TRIM49B	0	0	0	0	0	0	0	0	0
TRIM64C	0	0	0	0	0	0	0	0	0
AC084851.3	0	0	0	0	0	0	0	0	0
AC084851.1	0	0	0	0	0	0	0	0	0
UBTFL7	0	0	0	0	0	0	0	0	0
AC084851.2	0	0	0	0	0	0	0	0	0
AC118273.1	0	0	0	0	0	0	0	0	0
AC118273.2	0	0	0	0	0	0	0	0	0
TRIM77BP	0	0	0	0	0	0	0	0	0
UBTFL9	0	0	0	0.80230588	0	0	0	0.805317233	0
FOLH1	227.044116	134.6893144	252.6662477	94.67209378	156.9258291	161.1476707	304.5824529	145.7624191	170.7251285
AC118942.1	0	0	0	0	0	0	0	0	0
TYRL	0	0	0	0	0	0	0	0	0
CBX3P8	0	0	0	0	0	0	0	0	1.434664946
AC135977.1	1.1643288	0	4.193630667	0	5.128295068	3.288727973	2.160159241	3.221268931	7.173324728
AC136759.1	0	0	0	0	0	0	0	0	0
AC130364.1	0	0	0	0	0	0	0	0	0
AC130364.2	0	0	0	0	0	0	0	0	0
TRIM51FP	0	0	0	0	0	0	0	0	0
AP006587.6	0	0	0	0	0	0	0	0	0
AP006587.1	0	0	0	0	0	0	0	0	0
AP006587.5	0	0	0	0	0	0	0	0	0
AP006587.4	0	0	0	0	0	0	0	0	0
TRIM51DP	0	0	0	0	0	0	0	0	0
AP006587.2	0	0	0	0	0	0	0	0	0
AP006587.3	0	0	0	0	0	0	0	0	0
OR4A1P	0	0	0	0	0	0	0	0	0
OR4A49P	0	0	0	0	0	0	0	0	0
OR4A18P	0	0	0	0	0	0	0	0	0
OR4A19P	0	0	0	0	0	0	0	0	0
OR4R3P	0	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0	0	0	0
OR4C48P	0	0	0	0	0	0	0	0	0
OR4C45	0	0	0	0	0	0	0	0	0
OR4C49P	0	0	0	0	0	0	0	0	0
GTF2IP11	0	0	0	0	0	0	0	0	0
AC109635.5	0	0	0	0	0	0	0	0	0
AC109635.1	0	0	0	0	0	0	0	0	0
AC109635.6	0	0	0	0	0	0	0	0.805317233	1.434664946
AC109635.4	0	0	0	0.80230588	0	0	0	0	0
AC109635.3	0	0	0	0	0	0	0	0	0
AC109635.2	0	0	0	0	0	0	0	0	0
AC024405.2	0	0	0	1.604611759	1.025659014	0	0	0	8.607989674
AC024405.1	0	0	0	0	0	0	0	0	0
OR4C50P	0	0	0	0	0	0	0	0	0
OR4C46	0	0	0	0	0	0	0	0	0
OR4C7P	0	0	0	0	0	0	0	0	0
OR4R2P	0	0	0	0	0	0	0	0	0
OR4A4P	0	0	0	0	0	0	0	0	0
OR4A3P	0	0	0	0	0	0	0	0	0
OR4A2P	0	0	0	0	0	0	0	0	0
OR4A8	0	0	0	0	0	0	0	0	0
OR4A7P	0	0	0	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0	0	0	0
OR4A6P	0	0	0	0	0	0	0	0	0
TRIM48	0	0	0	0	0	0	0	0	0
AP005597.4	0	0	0	0	0	0	0	0	0
AP005597.3	0	0	0	0	0	0	0	0	0
AP005597.2	0	0	0	0	0	0	0	0	0
TRIM51HP	0	0	0	0	0	0	0	0	0
AP005597.1	0	0	0	0	0	0	0	0	0
OR4A11P	0	0	0	0	0	0	0	0	0
OR4A12P	0	0	0	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0	0	0	0
OR4A15	0	0	0	0	0	0	0	0	0
OR4A9P	0	0	0	0	0	0	0	0	0
OR4X7P	0	0	0	0	0	0	0	0	0
OR4A10P	0	0	0	0	0	0	0	0	0
OR4A17P	0	0	0	0	0	0	0	0	0
OR4A13P	0	0	0	0	0	0	0	0	0
OR4A50P	0	0	0	0	0	0	0	0	0
OR4A21P	0	0	0	0	0	0	0	0	0
OR4C1P	0	0	0	0	0	0	0	0	0
OR4C14P	0	0	0	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0	0	0	0
OR4P4	0	0	0	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0	0	0	0
OR4V1P	0	0	0	0	0	0	0	0	0
OR4P1P	0	0	0	0	0	0	0	0	0
AP006437.1	0	0	0	0	0	0	0	0	0
OR5D2P	0	0	0	0	0	0	0	0	0
OR5D3P	0	0	0	0	0	0	0	0	0
OR5D17P	0	0	0	0	0	0	0	0	0
OR5D13	0	0	0	0	0	0	0	0	0
OR5D15P	0	0	0	0	0	0	0	0	0
OR5D14	0	0	0	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0	0	0	0
OR5L2	0	0	0	0	0	0	0	0	0
OR5D16	0	0	0	0	0	0	0	0	0
OR9M1P	0	0	0	0	0	0	0	0	0
AC036111.2	0	0	0	0	0	0	0	0	0
AC036111.3	0	0	0	0	0	0	0	0	0
AC036111.1	0	0	0	0	0	0	0	0	0
TRIM51	0	0	0	0	0	0	0	0	0
OR5W1P	0	0	0	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0	0
OR10AF1P	0	0	0	0	0	0	0	0	0
OR10AK1P	0	0	0	0	0	0	0	0	0
OR10AG1	0	0	0	0	0	0	0	0	0
OR7E5P	0	0	0	0	0	0	0	0	0
OR5F1	0	0	0	0	0	0	0	0	0
OR5F2P	0	0	0	0	0	0	0	0	0
OR5AS1	0	0	0	0	0	0	0	0	2.869329891
OR5AQ1P	0	0	0	0	0	0	0	0	0
OR5J1P	0	0	0	0	0	0	0	0	0
OR5BE1P	0	0	0	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0	0	0	0
OR8I4P	0	0	0	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0	0	0	0
OR5BN2P	0	0	0	0	0	0	0	0	0
OR8H3	0	0	0	0	0	0	0	0	0
OR5BN1P	0	0	0	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0	0	0	0
OR8K4P	0	0	0	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0	0	0	0
OR5J7P	0	0	0	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0	0	0	0
OR8V1P	0	0	0	0	0	0	0	0	0
AC022882.1	0	0	0	0	0	0	0	0	0
OR8J2	0	0	0	0	0	0	0	0	0
OR5T2	0	0	0	0	0	0	0	0	0
OR5T3	0	0	0	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0	0	0	0
OR8H1	0	0	0	0	0	0	0	0	0
OR8I1P	0	0	0	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0	0	0	0
FAM8A2P	0	0	0	0	0	0	0	0	0
OR8K2P	0	0	0	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0	0	0	0
RPL5P29	0	0	0	0	0	0	0	0	0
OR8U1	0	0	0	0	0	0	0	0	0
OR8L1P	0	0	0	0	0	0	0	0	0
OR5AL2P	0	0	0	0	0	0	0	0	0
OR5AL1	0	0	0	0	0	0	0	0	0
OR5R1	0	0	0	0	0	0	0	0	0
OR5M4P	0	0	0	0	0	0	0	0	0
AP002512.3	0	0	0	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0	0	0	0
OR5M2P	0	0	0	0	0	0	0	0	0
OR5M8	0	0	0	0	0	0	0	0	0
AP002512.1	0	0	0	0	0	0	0	0	0
OR5M7P	0	0	0	0	0	0	0	0	0
AP002512.2	0	0	0	0	0	0	0	0	0
OR5M6P	0	0	0	0	0	0	0	0.805317233	0
OR5M5P	0	0	0	0	0	0.822181993	0	0	0
OR5M11	2.3286576	0	0	2.406917639	0	0	0	0	0
OR5M10	0	0	0	0	0	0	0	0	0
OR5M13P	0	0	0	0	0	0	0	0	0
OR5M1	0	0	0	0	0	0	0	0	0
OR5AM1P	0	0	0	0	0	0	0	0	0
OR5M12P	0	0	0	0	0	0	0	0	0
OR5AP1P	0	0.910062935	0	0	0	0	0	0	0
OR5AP2	0	0	0	0	0	0	0	0	0
OR5AR1	0	0	0	0	0	0	0	0	0
OR2AH1P	0	0	0	0	0	0	0	0	0
AP004245.1	0	2.730188805	1.048407667	0.80230588	0	1.644363987	0	5.637220629	0
OR9G1	0	0	0	0	0	0	0	0	0
AP001803.1	0	0	0	0	0	0	0	0	0
OR9G3P	0	0	0	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0	0	0	0
MIR6128	0	0	0	0	0	0	0	0	0
OR9G2P	0	0	0	0	0	0	0	0	0
OR5G1P	0	0	0	0	0	0	0	0	0
OR5G4P	0	0	0	0	0	0	0	0	0
OR5G5P	0	0	3.145223	0	1.025659014	0	0	0	0
OR5G3	0	0	0	0	0	0	0	0	0
AP001803.2	0	0	0	0	0	0	0	0	0
FADS2P1	0	0	0	0	0	0	0	0	0
OR5AK3P	0	0	0	0	0	0	0	0	0
OR5AK2	0	0	0	0	0	0	0	0	0
OR5AK1P	0	0	0	0	0	0	0	0	0
OR5BQ1P	0	0	0	0	0	0	0	0	0
OR5AK4P	0	0	0	0	0	0	0	0	0
OR5AO1P	0	0	0	0	0	0	0	0	0
OR5BP1P	0	0	0	0	0	0	0	0	0
LRRC55	1.1643288	0	0	1.604611759	0	0	8.640636963	4.026586164	0
APLNR	0	2.730188805	1.048407667	4.813835277	0	0.822181993	0	4.831903397	0
TNKS1BP1	1664.990184	2220.553561	1904.956731	1670.400841	1650.285353	1644.363987	1961.424591	1909.407159	1665.646002
AP000781.1	3.4929864	0.910062935	0	0	1.025659014	0	1.08007962	2.415951698	1.434664946
SSRP1	2216.882035	2286.988155	2758.360571	2291.385592	2312.861076	2042.300071	2042.430562	2267.773327	2258.162624
P2RX3	6.9859728	6.370440544	0	8.023058795	1.025659014	8.221819933	0	11.27444126	11.47731957
PRG3	0	0	0	0	0	0	0	0	0
PRG2	0	0	1.048407667	0	0	0	0	1.610634466	0
AP000781.2	0	0.910062935	1.048407667	0	0	0	0	0	0
SLC43A3	64.038084	101.0169858	72.34012901	145.2173642	64.61651785	150.4593048	109.0880417	91.0008473	74.60257717
RNA5SP341	0	0	0	0	0	0	0	0	0
RN7SKP259	0	0	0	0	0	0	0	0	0
RTN4RL2	10.4789592	2.730188805	0	5.616141157	7.179613095	0.822181993	1.08007962	8.053172328	1.434664946
AP002893.1	0	0.910062935	0	0	0	0.822181993	0	0	0
SLC43A1	17.464932	25.48176218	18.871338	14.44150583	17.43620323	19.73236784	15.12111468	21.74356528	15.7813144
RN7SL605P	0	0	0	0	0	0	0	0.805317233	0
TIMM10	147.8697576	129.2289368	140.4866274	117.1366584	200.0035076	171.0138546	113.4083601	121.6029021	104.730541
SMTNL1	0	0.910062935	0	0	0	0	0	0	0
UBE2L6	669.48906	506.9050548	435.0891817	1093.542914	494.3676445	750.6521599	553.0007656	435.6766229	591.0819576
RPS4XP13	0	0	0	0	0	0	0	0	0
SERPING1	856.9459968	530.5666911	399.443321	1724.957641	347.6984056	1581.055973	576.7625173	636.2006139	896.665591
AP000662.1	1.1643288	2.730188805	0	7.220752916	5.128295068	1.644363987	0	3.221268931	0
MIR130A	0	0	0	0	0	1.644363987	0	0	0
YPEL4	1.1643288	0	0	0	0	9.044001927	1.08007962	3.221268931	0
CLP1	132.7334832	116.4880557	116.373251	101.8928467	120.0021046	139.7709389	119.8888379	111.1337781	93.25322147
ZDHHC5	1460.068315	1460.651011	1422.689204	1335.036984	1288.227721	1293.292276	1560.715051	1297.366062	1213.726544
MED19	190.9499232	182.9226499	229.601279	135.5896936	200.0035076	134.0156649	156.6115449	134.4879779	164.9864688
TMX2	367.9279008	397.6975026	440.3312201	329.7477165	373.3398809	295.9855176	415.8306538	348.7023618	308.4529633
TMX2-CTNND1	0	0	0	0	0	0	0	0	0
PPIAP42	0	0	0	0	0	0	0	0	0
SELENOH	707.9119104	543.3075721	634.2866384	580.0671509	613.3440901	580.4604873	636.1668964	524.2615185	502.132731
AP001931.1	8.1503016	8.190566414	4.193630667	12.03458819	8.205272108	10.68836591	22.68167203	27.38078591	5.738659783
BTBD18	0	0.910062935	0	0	0	0	0	0	5.738659783
CTNND1	4595.605774	4581.256814	4913.886734	4055.656221	4609.311607	4268.768909	4843.077018	4538.767924	4474.719966
OR5BA1P	0	0	0	0	0	0	0	1.610634466	0
AP003484.1	3.4929864	0	0	0	0	0	0	0	0
OR5AZ1P	0	0	0	0	0	0	0	0	0
OR5BD1P	0	0	0	0	0	0	0	0	0
CYCSP26	0	0	0	0	0	0	0	0	0
OR9Q1	3.4929864	0	0	0	0	0	0	0	0
RNU6-899P	0	0	0	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0	0	0	0
VN2R9P	0	0	0	0	0	0	0	0.805317233	0
AP004247.2	0	0	0	0	0	0	0	0	0
AP004247.1	0	0	0	0	0	0	0	0	0
OR9L1P	0	0	0	0	0	0	0	0	0
OR9I3P	0	0	0	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0	0	0	0
OR9I2P	0	0	0	0	0	0	0	0	0
OR5BL1P	0	0	0	0	0	0	0	0	0
OR9Q2	0	0	0	0	0	0	0	0	0
OR1S2	0	0	0	0	0	0	0	0	0
OR1S1	0	0	0	0	0	0	0	0	0
OR10Q1	0	0	0	0	0	0	0	0	0
EIF4A2P3	0	0	0	0	0	0	0	0	0
OR10W1	0	0	0	0	0	0	0	0	0
OR10Q2P	0	0	0	0	0	0	0	0	0
OR5BC1P	0	0	0	0	0	0	0	0	0
OR5B19P	0	0	0	0	0	0	0	0	0
OR5B10P	0	0	0	0	0	0	0	0	0
AP000435.1	0	0	0	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0	0	0	0
OR5B1P	0	0	0	0	0	0	0	0	0
OR5B15P	0	0	0	0	0	0	0	0	0
OR5B3	0	0	0	0	0	0	0	0	0
OR5B2	0	0	0	0	0	0	0	0	0
OR5B12	0	0	1.048407667	0	0	0	0	0	0
AP003557.2	0	0	1.048407667	0	0	0	0	3.221268931	2.869329891
AP003557.1	0	0	0	0	0	0	0	0	0
OR5B21	0	0	0	0	0	0	0	0	0
LPXN	107.1182496	100.1069228	69.19490601	267.9701638	128.2073767	197.3236784	103.6876436	108.7178264	153.5091492
ZFP91	486.6894384	482.3333555	460.2509657	428.4313397	445.1360119	370.804079	433.1119278	451.7829676	460.5274476
ZFP91-CNTF	0	0	0	0	0	0	0	0	0
AP001350.1	0	0	0	0	1.025659014	0	0	0	0
CNTF	163.006032	90.09623056	132.099366	89.05595263	86.15535714	120.860753	59.40437912	96.63806793	84.64523179
AP001350.2	46.573152	48.23333555	61.85605234	68.99830564	35.89806547	53.44182957	30.24222937	51.5403029	60.25592772
GLYAT	0	0	0	0	0	0	0	0	0
AP000445.1	0	0	0	0	0	0	0	0	0
AP000445.2	0	0	0	0	0	0	0	0	2.869329891
TMA16P1	0	0	0	0	0	0	0	0	1.434664946
GLYATL2	18.6292608	39.1327062	39.83949134	16.04611759	37.9493835	20.55454983	51.84382178	9.663806793	12.91198451
GLYATL1P2	0	0	0	0	0	0	0	0	0
GLYATL1	5.821644	5.46037761	3.145223	1.604611759	2.051318027	2.46654598	0	10.46912403	0
AP001652.1	0	0	0	0	0	0	0	0	0
AP001636.3	1.1643288	4.550314675	1.048407667	2.406917639	0	6.577455947	0	12.07975849	0
AP001636.2	1.1643288	0.910062935	0	0	0	0	0	0	0
GLYATL1P1	0	0	0	0	0	0	0	0	0
